"mokupuni","moku","ahupuaa","biome_unit","polygon_count"
"Hawaiʻi","Kohala","Kaiholena","Mesic Shrubland",25
"Hawaiʻi","Kohala","Kaiholena","N/A Forest",2
"Hawaiʻi","Kohala","Kaiholena","Not Vegetated",38
"Hawaiʻi","Kohala","Kaihoʻonā","Developed",6
"Hawaiʻi","Kohala","Kaihoʻonā","Dry Forest",20
"Hawaiʻi","Kohala","Kaihoʻonā","Dry Grassland",15
"Hawaiʻi","Kohala","Kaihoʻonā","Dry Shrubland",1
"Hawaiʻi","Kohala","Kaihoʻonā","Mesic Grassland",1
"Hawaiʻi","Kohala","Kaihoʻonā","Not Vegetated",9
"Hawaiʻi","Kohala","Kaipuhaʻa, Lamaloloa","Developed",59
"Hawaiʻi","Kohala","Kaipuhaʻa, Lamaloloa","Dry Forest",42
"Hawaiʻi","Kohala","Kaipuhaʻa, Lamaloloa","Dry Grassland",26
"Hawaiʻi","Kohala","Kaipuhaʻa, Lamaloloa","Dry Shrubland",25
"Hawaiʻi","Kohala","Kaipuhaʻa, Lamaloloa","Mesic Forest",61
"Hawaiʻi","Kohala","Kaipuhaʻa, Lamaloloa","Mesic Grassland",16
"Hawaiʻi","Kohala","Kaipuhaʻa, Lamaloloa","Mesic Shrubland",7
"Hawaiʻi","Kohala","Kaipuhaʻa, Lamaloloa","N/A Forest",6
"Hawaiʻi","Kohala","Kaipuhaʻa, Lamaloloa","Not Vegetated",71
"Hawaiʻi","Kohala","Kalala 1-2, Kokiʻo","Developed",61
"Hawaiʻi","Kohala","Kalala 1-2, Kokiʻo","Dry Forest",49
"Hawaiʻi","Kohala","Kalala 1-2, Kokiʻo","Dry Grassland",37
"Hawaiʻi","Kohala","Kalala 1-2, Kokiʻo","Dry Shrubland",4
"Hawaiʻi","Kohala","Kalala 1-2, Kokiʻo","Mesic Forest",46
"Hawaiʻi","Kohala","Kalala 1-2, Kokiʻo","Mesic Grassland",4
"Hawaiʻi","Kohala","Kalala 1-2, Kokiʻo","Not Vegetated",27
"Hawaiʻi","Kohala","Kalala 1-2, Kokiʻo","Wet Forest",23
"Hawaiʻi","Kohala","Kalala 1-2, Kokiʻo","Wet Grassland",16
"Hawaiʻi","Kohala","Kalala 1-2, Kokiʻo","Wetland",2
"Hawaiʻi","Kohala","Kamano","Developed",42
"Hawaiʻi","Kohala","Kamano","Dry Forest",4
"Hawaiʻi","Kohala","Kamano","Dry Grassland",12
"Hawaiʻi","Kohala","Kamano","Dry Shrubland",9
"Hawaiʻi","Kohala","Kamano","Mesic Forest",10
"Hawaiʻi","Kohala","Kamano","Mesic Grassland",5
"Hawaiʻi","Kohala","Kamano","N/A Forest",1
"Hawaiʻi","Kohala","Kamano","Not Vegetated",16
"Hawaiʻi","Kohala","Kapaʻa","Developed",15
"Hawaiʻi","Kohala","Kapaʻa","Dry Forest",25
"Hawaiʻi","Kohala","Kapaʻa","Dry Grassland",12
"Hawaiʻi","Kohala","Kapaʻa","Mesic Forest",6
"Hawaiʻi","Kohala","Kapaʻa","Mesic Grassland",11
"Hawaiʻi","Kohala","Kapaʻa","Not Vegetated",13
"Hawaiʻi","Kohala","Kapaʻanui","Developed",34
"Hawaiʻi","Kohala","Kapaʻanui","Dry Forest",28
"Hawaiʻi","Kohala","Kapaʻanui","Dry Grassland",14
"Hawaiʻi","Kohala","Kapaʻanui","Dry Shrubland",10
"Hawaiʻi","Kohala","Kapaʻanui","Mesic Forest",13
"Hawaiʻi","Kohala","Kapaʻanui","Mesic Grassland",10
"Hawaiʻi","Kohala","Kapaʻanui","Not Vegetated",36
"Hawaiʻi","Kohala","Kapaʻau","Agriculture",6
"Hawaiʻi","Kohala","Kapaʻau","Developed",119
"Hawaiʻi","Kohala","Kapaʻau","Dry Forest",11
"Hawaiʻi","Kohala","Kapaʻau","Dry Grassland",7
"Hawaiʻi","Kohala","Kapaʻau","Mesic Forest",44
"Hawaiʻi","Kohala","Kapaʻau","Mesic Grassland",51
"Hawaiʻi","Kohala","Kapaʻau","N/A Forest",2
"Hawaiʻi","Kohala","Kapaʻau","Not Vegetated",9
"Hawaiʻi","Kohala","Kapunapuna","Agriculture",2
"Hawaiʻi","Kohala","Kapunapuna","Developed",29
"Hawaiʻi","Kohala","Kapunapuna","Dry Forest",25
"Hawaiʻi","Kohala","Kapunapuna","Dry Grassland",24
"Hawaiʻi","Kohala","Kapunapuna","Dry Shrubland",6
"Hawaiʻi","Kohala","Kapunapuna","Mesic Forest",1
"Hawaiʻi","Kohala","Kapunapuna","Mesic Grassland",1
"Hawaiʻi","Kohala","Kapunapuna","Not Vegetated",31
"Hawaiʻi","Kohala","Kapuʻa","Developed",44
"Hawaiʻi","Kohala","Kapuʻa","Dry Forest",4
"Hawaiʻi","Kohala","Kapuʻa","Dry Grassland",8
"Hawaiʻi","Kohala","Kapuʻa","Mesic Forest",3
"Hawaiʻi","Kohala","Kapuʻa","Mesic Grassland",8
"Hawaiʻi","Kohala","Kapuʻa","Not Vegetated",3
"Hawaiʻi","Kohala","Kaupalaoa","Developed",28
"Hawaiʻi","Kohala","Kaupalaoa","Dry Forest",16
"Hawaiʻi","Kohala","Kaupalaoa","Dry Grassland",10
"Hawaiʻi","Kohala","Kaupalaoa","Dry Shrubland",17
"Hawaiʻi","Kohala","Kaupalaoa","Mesic Forest",34
"Hawaiʻi","Kohala","Kaupalaoa","Mesic Grassland",8
"Hawaiʻi","Kohala","Kaupalaoa","Mesic Shrubland",7
"Hawaiʻi","Kohala","Kaupalaoa","N/A Forest",1
"Hawaiʻi","Kohala","Kaupalaoa","Not Vegetated",10
"Hawaiʻi","Kohala","Kaupalaoa","Wetland",1
"Hawaiʻi","Kohala","Kawaihae 1","Developed",555
"Hawaiʻi","Kohala","Kawaihae 1","Dry Forest",104
"Hawaiʻi","Kohala","Kawaihae 1","Dry Grassland",111
"Hawaiʻi","Kohala","Kawaihae 1","Dry Shrubland",80
"Hawaiʻi","Kohala","Kawaihae 1","Mesic Forest",89
"Hawaiʻi","Kohala","Kawaihae 1","Mesic Grassland",17
"Hawaiʻi","Kohala","Kawaihae 1","N/A Forest",1
"Hawaiʻi","Kohala","Kawaihae 1","Not Vegetated",214
"Hawaiʻi","Kohala","Kawaihae 1","Wet Forest",115
"Hawaiʻi","Kohala","Kawaihae 1","Wet Grassland",10
"Hawaiʻi","Kohala","Kawaihae 1","Wet Shrubland",16
"Hawaiʻi","Kohala","Kawaihae 2","Developed",249
"Hawaiʻi","Kohala","Kawaihae 2","Dry Forest",131
"Hawaiʻi","Kohala","Kawaihae 2","Dry Grassland",80
"Hawaiʻi","Kohala","Kawaihae 2","Dry Shrubland",170
"Hawaiʻi","Kohala","Kawaihae 2","Mesic Forest",1
"Hawaiʻi","Kohala","Kawaihae 2","Mesic Grassland",5
"Hawaiʻi","Kohala","Kawaihae 2","Not Vegetated",323
"Hawaiʻi","Kohala","Kawaihae 2","Wet Forest",36
"Hawaiʻi","Kohala","Kawaihae 2","Wet Grassland",3
"Hawaiʻi","Kohala","Kawaihae 2","Wet Shrubland",11
"Hawaiʻi","Kohala","Kawaihae 2","Wetland",1
"Hawaiʻi","Kohala","Kaʻauhuhu","Agriculture",40
"Hawaiʻi","Kohala","Kaʻauhuhu","Developed",449
"Hawaiʻi","Kohala","Kaʻauhuhu","Dry Forest",18
"Hawaiʻi","Kohala","Kaʻauhuhu","Dry Grassland",28
"Hawaiʻi","Kohala","Kaʻauhuhu","Mesic Forest",122
"Hawaiʻi","Kohala","Kaʻauhuhu","Mesic Grassland",140
"Hawaiʻi","Kohala","Kaʻauhuhu","N/A Forest",4
"Hawaiʻi","Kohala","Kaʻauhuhu","Not Vegetated",12
"Hawaiʻi","Kohala","Kealahewa","Agriculture",1
"Hawaiʻi","Kohala","Kealahewa","Developed",131
"Hawaiʻi","Kohala","Kealahewa","Dry Forest",10
"Hawaiʻi","Kohala","Kealahewa","Dry Grassland",16
"Hawaiʻi","Kohala","Kealahewa","Dry Shrubland",9
"Hawaiʻi","Kohala","Kealahewa","Mesic Forest",9
"Hawaiʻi","Kohala","Kealahewa","Mesic Grassland",4
"Hawaiʻi","Kohala","Kealahewa","Not Vegetated",9
"Hawaiʻi","Kohala","Kealahewa","Wetland",1
"Hawaiʻi","Kohala","Kehena 1, Kipi","Developed",15
"Hawaiʻi","Kohala","Kehena 1, Kipi","Dry Forest",15
"Hawaiʻi","Kohala","Kehena 1, Kipi","Dry Grassland",12
"Hawaiʻi","Kohala","Kehena 1, Kipi","Dry Shrubland",12
"Hawaiʻi","Kohala","Kehena 1, Kipi","Mesic Forest",48
"Hawaiʻi","Kohala","Kehena 1, Kipi","Mesic Grassland",10
"Hawaiʻi","Kohala","Kehena 1, Kipi","Mesic Shrubland",4
"Hawaiʻi","Kohala","Kehena 1, Kipi","N/A Forest",2
"Hawaiʻi","Kohala","Kehena 1, Kipi","Not Vegetated",24
"Hawaiʻi","Kohala","Kehena 1, Kipi","Wet Forest",10
"Hawaiʻi","Kohala","Kehena 1, Kipi","Wet Grassland",5
"Hawaiʻi","Kohala","Kehena 1, Kipi","Wet Shrubland",2
"Hawaiʻi","Kohala","Kehena 1, Kipi","Wetland",2
"Hawaiʻi","Kohala","Kehena 2","Developed",43
"Hawaiʻi","Kohala","Kehena 2","Dry Forest",45
"Hawaiʻi","Kohala","Kehena 2","Dry Grassland",32
"Hawaiʻi","Kohala","Kehena 2","Dry Shrubland",14
"Hawaiʻi","Kohala","Kehena 2","Mesic Forest",38
"Hawaiʻi","Kohala","Kehena 2","Mesic Grassland",7
"Hawaiʻi","Kohala","Kehena 2","N/A Forest",2
"Hawaiʻi","Kohala","Kehena 2","Not Vegetated",85
"Hawaiʻi","Kohala","Kehena 2","Wet Forest",260
"Hawaiʻi","Kohala","Kehena 2","Wet Grassland",133
"Hawaiʻi","Kohala","Kehena 2","Wet Shrubland",23
"Hawaiʻi","Kohala","Keoniki, Kauniho, Wa","Developed",115
"Hawaiʻi","Kohala","Keoniki, Kauniho, Wa","Dry Grassland",17
"Hawaiʻi","Kohala","Keoniki, Kauniho, Wa","Mesic Forest",78
"Hawaiʻi","Kohala","Keoniki, Kauniho, Wa","Mesic Grassland",6
"Hawaiʻi","Kohala","Keoniki, Kauniho, Wa","N/A Forest",3
"Hawaiʻi","Kohala","Keoniki, Kauniho, Wa","Not Vegetated",14
"Hawaiʻi","Kohala","Keoniki, Kauniho, Wa","Wet Forest",164
"Hawaiʻi","Kohala","Keoniki, Kauniho, Wa","Wet Grassland",19
"Hawaiʻi","Kohala","Keoniki, Kauniho, Wa","Wet Shrubland",7
"Hawaiʻi","Kohala","Kiʻiokalani","Developed",9
"Hawaiʻi","Kohala","Kiʻiokalani","Dry Forest",14
"Hawaiʻi","Kohala","Kiʻiokalani","Dry Grassland",10
"Hawaiʻi","Kohala","Kiʻiokalani","Dry Shrubland",4
"Hawaiʻi","Kohala","Kiʻiokalani","Mesic Forest",3
"Hawaiʻi","Kohala","Kiʻiokalani","Mesic Grassland",4
"Hawaiʻi","Kohala","Kiʻiokalani","Not Vegetated",16
"Hawaiʻi","Kohala","Kokoiki","Agriculture",4
"Hawaiʻi","Kohala","Kokoiki","Developed",82
"Hawaiʻi","Kohala","Kokoiki","Dry Forest",34
"Hawaiʻi","Kohala","Kokoiki","Dry Grassland",18
"Hawaiʻi","Kohala","Kokoiki","Dry Shrubland",3
"Hawaiʻi","Kohala","Kokoiki","Mesic Forest",3
"Hawaiʻi","Kohala","Kokoiki","Mesic Grassland",4
"Hawaiʻi","Kohala","Kokoiki","Not Vegetated",21
"Hawaiʻi","Kohala","Kou","Developed",43
"Hawaiʻi","Kohala","Kou","Dry Forest",10
"Hawaiʻi","Kohala","Kou","Dry Grassland",6
"Hawaiʻi","Kohala","Kou","Dry Shrubland",3
"Hawaiʻi","Kohala","Kou","Mesic Forest",20
"Hawaiʻi","Kohala","Kou","Mesic Grassland",8
"Hawaiʻi","Kohala","Kou","N/A Forest",1
"Hawaiʻi","Kohala","Kou","Not Vegetated",8
"Hawaiʻi","Kohala","Kukuipahu","Agriculture",3
"Hawaiʻi","Kohala","Kukuipahu","Developed",159
"Hawaiʻi","Kohala","Kukuipahu","Dry Forest",95
"Hawaiʻi","Kohala","Kukuipahu","Dry Grassland",37
"Hawaiʻi","Kohala","Kukuipahu","Dry Shrubland",43
"Hawaiʻi","Kohala","Kukuipahu","Mesic Forest",35
"Hawaiʻi","Kohala","Kukuipahu","Mesic Grassland",15
"Hawaiʻi","Kohala","Kukuipahu","N/A Forest",1
"Hawaiʻi","Kohala","Kukuipahu","Not Vegetated",46
"Hawaiʻi","Kohala","Kāhei, Hualua","Agriculture",15
"Hawaiʻi","Kohala","Kāhei, Hualua","Developed",183
"Hawaiʻi","Kohala","Kāhei, Hualua","Dry Forest",49
"Hawaiʻi","Kohala","Kāhei, Hualua","Dry Grassland",22
"Hawaiʻi","Kohala","Kāhei, Hualua","Dry Shrubland",9
"Hawaiʻi","Kohala","Kāhei, Hualua","Mesic Forest",24
"Hawaiʻi","Kohala","Kāhei, Hualua","Mesic Grassland",24
"Hawaiʻi","Kohala","Kāhei, Hualua","Not Vegetated",14
"Hawaiʻi","Kohala","Kāhei, Hualua","Wetland",5
"Hawaiʻi","Kohala","Lanikepu","Developed",13
"Hawaiʻi","Kohala","Lanikepu","Dry Grassland",3
"Hawaiʻi","Kohala","Lanikepu","Mesic Forest",15
"Hawaiʻi","Kohala","Lanikepu","Mesic Grassland",3
"Hawaiʻi","Kohala","Lanikepu","N/A Forest",1
"Hawaiʻi","Kohala","Lanikepu","Not Vegetated",3
"Hawaiʻi","Kohala","Lanikepu","Wet Forest",29
"Hawaiʻi","Kohala","Lanikepu","Wet Shrubland",9
"Hawaiʻi","Kohala","Lālāmilo, Keanuʻiʻomanō","Agriculture",30
"Hawaiʻi","Kohala","Lālāmilo, Keanuʻiʻomanō","Developed",1481
"Hawaiʻi","Kohala","Lālāmilo, Keanuʻiʻomanō","Dry Forest",171
"Hawaiʻi","Kohala","Lālāmilo, Keanuʻiʻomanō","Dry Grassland",263
"Hawaiʻi","Kohala","Lālāmilo, Keanuʻiʻomanō","Dry Shrubland",205
"Hawaiʻi","Kohala","Lālāmilo, Keanuʻiʻomanō","Mesic Forest",42
"Hawaiʻi","Kohala","Lālāmilo, Keanuʻiʻomanō","Mesic Grassland",40
"Hawaiʻi","Kohala","Lālāmilo, Keanuʻiʻomanō","N/A Forest",1
"Hawaiʻi","Kohala","Lālāmilo, Keanuʻiʻomanō","Not Vegetated",592
"Hawaiʻi","Kohala","Lālāmilo, Keanuʻiʻomanō","Wetland",3
"Hawaiʻi","Kohala","Makanikahio 1-2, Auau","Developed",35
"Hawaiʻi","Kohala","Makanikahio 1-2, Auau","Mesic Forest",32
"Hawaiʻi","Kohala","Makanikahio 1-2, Auau","Mesic Grassland",20
"Hawaiʻi","Kohala","Makanikahio 1-2, Auau","Mesic Shrubland",26
"Hawaiʻi","Kohala","Makanikahio 1-2, Auau","N/A Forest",1
"Hawaiʻi","Kohala","Makanikahio 1-2, Auau","Wet Forest",13
"Hawaiʻi","Kohala","Makanikahio 1-2, Auau","Wet Shrubland",2
"Hawaiʻi","Kohala","Makapala, Niuliʻi","Agriculture",20
"Hawaiʻi","Kohala","Makapala, Niuliʻi","Developed",190
"Hawaiʻi","Kohala","Makapala, Niuliʻi","Dry Forest",19
"Hawaiʻi","Kohala","Makapala, Niuliʻi","Mesic Forest",192
"Hawaiʻi","Kohala","Makapala, Niuliʻi","Mesic Grassland",124
"Hawaiʻi","Kohala","Makapala, Niuliʻi","Mesic Shrubland",263
"Hawaiʻi","Kohala","Makapala, Niuliʻi","N/A Forest",8
"Hawaiʻi","Kohala","Makapala, Niuliʻi","Not Vegetated",20
"Hawaiʻi","Kohala","Makapala, Niuliʻi","Wet Forest",106
"Hawaiʻi","Kohala","Makapala, Niuliʻi","Wet Grassland",5
"Hawaiʻi","Kohala","Makapala, Niuliʻi","Wet Shrubland",15
"Hawaiʻi","Kohala","Makeanehu","Developed",25
"Hawaiʻi","Kohala","Makeanehu","Dry Forest",19
"Hawaiʻi","Kohala","Makeanehu","Dry Grassland",9
"Hawaiʻi","Kohala","Makeanehu","Dry Shrubland",18
"Hawaiʻi","Kohala","Makeanehu","Mesic Forest",1
"Hawaiʻi","Kohala","Makeanehu","Mesic Grassland",1
"Hawaiʻi","Kohala","Makeanehu","Not Vegetated",14
"Hawaiʻi","Kohala","Makiloa, Pahinahina","Developed",44
"Hawaiʻi","Kohala","Makiloa, Pahinahina","Dry Forest",24
"Hawaiʻi","Kohala","Makiloa, Pahinahina","Dry Grassland",6
"Hawaiʻi","Kohala","Makiloa, Pahinahina","Dry Shrubland",6
"Hawaiʻi","Kohala","Makiloa, Pahinahina","Mesic Forest",20
"Hawaiʻi","Kohala","Makiloa, Pahinahina","Mesic Grassland",2
"Hawaiʻi","Kohala","Makiloa, Pahinahina","Mesic Shrubland",2
"Hawaiʻi","Kohala","Makiloa, Pahinahina","Not Vegetated",15
"Hawaiʻi","Kohala","Maulili","Agriculture",3
"Hawaiʻi","Kohala","Maulili","Developed",91
"Hawaiʻi","Kohala","Maulili","Dry Forest",1
"Hawaiʻi","Kohala","Maulili","Dry Grassland",1
"Hawaiʻi","Kohala","Maulili","Mesic Forest",15
"Hawaiʻi","Kohala","Maulili","Mesic Grassland",24
"Hawaiʻi","Kohala","Maulili","N/A Forest",1
"Hawaiʻi","Kohala","Maulili","Not Vegetated",1
"Hawaiʻi","Kohala","Momoualoa","Developed",21
"Hawaiʻi","Kohala","Momoualoa","Dry Grassland",6
"Hawaiʻi","Kohala","Momoualoa","Dry Shrubland",1
"Hawaiʻi","Kohala","Momoualoa","Mesic Forest",4
"Hawaiʻi","Kohala","Momoualoa","Mesic Grassland",1
"Hawaiʻi","Kohala","Momoualoa","N/A Forest",1
"Hawaiʻi","Kohala","Momoualoa","Not Vegetated",20
"Hawaiʻi","Kohala","Momoualoa","Wet Forest",22
"Hawaiʻi","Kohala","Momoualoa","Wet Grassland",1
"Hawaiʻi","Kohala","Momoualoa","Wet Shrubland",1
"Hawaiʻi","Kohala","Māhukona, Hihiu, K","Agriculture",2
"Hawaiʻi","Kohala","Māhukona, Hihiu, K","Developed",69
"Hawaiʻi","Kohala","Māhukona, Hihiu, K","Dry Forest",36
"Hawaiʻi","Kohala","Māhukona, Hihiu, K","Dry Grassland",10
"Hawaiʻi","Kohala","Māhukona, Hihiu, K","Dry Shrubland",5
"Hawaiʻi","Kohala","Māhukona, Hihiu, K","Mesic Forest",14
"Hawaiʻi","Kohala","Māhukona, Hihiu, K","Mesic Grassland",11
"Hawaiʻi","Kohala","Māhukona, Hihiu, K","N/A Forest",1
"Hawaiʻi","Kohala","Māhukona, Hihiu, K","Not Vegetated",18
"Hawaiʻi","Kohala","Māhukona, Hihiu, K","Wetland",2
"Hawaiʻi","Kohala","Nunuluiki","Developed",5
"Hawaiʻi","Kohala","Nunuluiki","Mesic Forest",15
"Hawaiʻi","Kohala","Nunuluiki","Mesic Grassland",18
"Hawaiʻi","Kohala","Nunuluiki","Mesic Shrubland",1
"Hawaiʻi","Kohala","Nunuluiki","N/A Forest",3
"Hawaiʻi","Kohala","Nunuluiki","Not Vegetated",2
"Hawaiʻi","Kohala","Nunuluiki","Wet Shrubland",1
"Hawaiʻi","Kohala","Nunuluiki","Wetland",1
"Hawaiʻi","Kohala","Nunulunui","Agriculture",3
"Hawaiʻi","Kohala","Nunulunui","Developed",8
"Hawaiʻi","Kohala","Nunulunui","Mesic Forest",33
"Hawaiʻi","Kohala","Nunulunui","Mesic Grassland",5
"Hawaiʻi","Kohala","Nunulunui","Wetland",1
"Hawaiʻi","Kohala","Ohanaula","Agriculture",19
"Hawaiʻi","Kohala","Ohanaula","Developed",137
"Hawaiʻi","Kohala","Ohanaula","Dry Forest",13
"Hawaiʻi","Kohala","Ohanaula","Dry Grassland",5
"Hawaiʻi","Kohala","Ohanaula","Mesic Forest",13
"Hawaiʻi","Kohala","Ohanaula","Mesic Grassland",27
"Hawaiʻi","Kohala","Ohanaula","Not Vegetated",10
"Hawaiʻi","Kohala","Opihipau, Hukiaʻa","Agriculture",1
"Hawaiʻi","Kohala","Opihipau, Hukiaʻa","Developed",86
"Hawaiʻi","Kohala","Opihipau, Hukiaʻa","Dry Forest",20
"Hawaiʻi","Kohala","Opihipau, Hukiaʻa","Dry Grassland",18
"Hawaiʻi","Kohala","Opihipau, Hukiaʻa","Dry Shrubland",18
"Hawaiʻi","Kohala","Opihipau, Hukiaʻa","Mesic Forest",12
"Hawaiʻi","Kohala","Opihipau, Hukiaʻa","Mesic Grassland",2
"Hawaiʻi","Kohala","Opihipau, Hukiaʻa","Not Vegetated",27
"Hawaiʻi","Kohala","Opihipau, Hukiaʻa","Wetland",4
"Hawaiʻi","Kohala","Pauahi","Agriculture",1
"Hawaiʻi","Kohala","Pauahi","Developed",19
"Hawaiʻi","Kohala","Pauahi","Dry Grassland",10
"Hawaiʻi","Kohala","Pauahi","Dry Shrubland",4
"Hawaiʻi","Kohala","Pauahi","Mesic Forest",7
"Hawaiʻi","Kohala","Pauahi","Mesic Grassland",1
"Hawaiʻi","Kohala","Pauahi","Not Vegetated",23
"Hawaiʻi","Kohala","Pauahi","Wet Forest",29
"Hawaiʻi","Kohala","Pauahi","Wet Grassland",2
"Hawaiʻi","Kohala","Pauahi","Wet Shrubland",11
"Hawaiʻi","Kohala","Pololū","Developed",7
"Hawaiʻi","Kohala","Pololū","Dry Forest",3
"Hawaiʻi","Kohala","Pololū","Mesic Forest",78
"Hawaiʻi","Kohala","Pololū","Mesic Grassland",20
"Hawaiʻi","Kohala","Pololū","Mesic Shrubland",38
"Hawaiʻi","Kohala","Pololū","Not Vegetated",15
"Hawaiʻi","Kohala","Pololū","Wet Forest",61
"Hawaiʻi","Kohala","Pololū","Wet Grassland",2
"Hawaiʻi","Kohala","Pololū","Wet Shrubland",2
"Hawaiʻi","Kohala","Pololū","Wetland",3
"Hawaiʻi","Kohala","Puaiki","Developed",5
"Hawaiʻi","Kohala","Puaiki","Dry Forest",12
"Hawaiʻi","Kohala","Puaiki","Dry Grassland",11
"Hawaiʻi","Kohala","Puaiki","Dry Shrubland",1
"Hawaiʻi","Kohala","Puaiki","Mesic Forest",2
"Hawaiʻi","Kohala","Puaiki","Mesic Grassland",1
"Hawaiʻi","Kohala","Puaiki","Not Vegetated",16
"Hawaiʻi","Kohala","Puakea","Agriculture",1
"Hawaiʻi","Kohala","Puakea","Developed",46
"Hawaiʻi","Kohala","Puakea","Dry Forest",24
"Hawaiʻi","Kohala","Puakea","Dry Grassland",14
"Hawaiʻi","Kohala","Puakea","Dry Shrubland",8
"Hawaiʻi","Kohala","Puakea","Mesic Forest",5
"Hawaiʻi","Kohala","Puakea","Mesic Grassland",1
"Hawaiʻi","Kohala","Puakea","Not Vegetated",28
"Hawaiʻi","Kohala","Puakea","Wetland",1
"Hawaiʻi","Kohala","Puanui","Developed",18
"Hawaiʻi","Kohala","Puanui","Dry Forest",19
"Hawaiʻi","Kohala","Puanui","Dry Grassland",22
"Hawaiʻi","Kohala","Puanui","Dry Shrubland",5
"Hawaiʻi","Kohala","Puanui","Mesic Forest",10
"Hawaiʻi","Kohala","Puanui","Mesic Grassland",2
"Hawaiʻi","Kohala","Puanui","Not Vegetated",12
"Hawaiʻi","Kohala","Puehuehu, Laʻaumama","Agriculture",15
"Hawaiʻi","Kohala","Puehuehu, Laʻaumama","Developed",167
"Hawaiʻi","Kohala","Puehuehu, Laʻaumama","Dry Forest",15
"Hawaiʻi","Kohala","Puehuehu, Laʻaumama","Dry Grassland",5
"Hawaiʻi","Kohala","Puehuehu, Laʻaumama","Mesic Forest",21
"Hawaiʻi","Kohala","Puehuehu, Laʻaumama","Mesic Grassland",20
"Hawaiʻi","Kohala","Puehuehu, Laʻaumama","Not Vegetated",9
"Hawaiʻi","Kohala","Puehuehu, Laʻaumama","Wetland",2
"Hawaiʻi","Kohala","Puʻuepa","Agriculture",7
"Hawaiʻi","Kohala","Puʻuepa","Developed",48
"Hawaiʻi","Kohala","Puʻuepa","Dry Forest",38
"Hawaiʻi","Kohala","Puʻuepa","Dry Grassland",16
"Hawaiʻi","Kohala","Puʻuepa","Dry Shrubland",14
"Hawaiʻi","Kohala","Puʻuepa","Mesic Forest",1
"Hawaiʻi","Kohala","Puʻuepa","Mesic Grassland",6
"Hawaiʻi","Kohala","Puʻuepa","Not Vegetated",42
"Hawaiʻi","Kohala","Puʻuepa","Wetland",2
"Hawaiʻi","Kohala","Puʻukapu","Agriculture",26
"Hawaiʻi","Kohala","Puʻukapu","Developed",2067
"Hawaiʻi","Kohala","Puʻukapu","Dry Forest",51
"Hawaiʻi","Kohala","Puʻukapu","Dry Grassland",5
"Hawaiʻi","Kohala","Puʻukapu","Dry Shrubland",51
"Hawaiʻi","Kohala","Puʻukapu","Mesic Forest",368
"Hawaiʻi","Kohala","Puʻukapu","Mesic Grassland",223
"Hawaiʻi","Kohala","Puʻukapu","Mesic Shrubland",40
"Hawaiʻi","Kohala","Puʻukapu","N/A Forest",16
"Hawaiʻi","Kohala","Puʻukapu","Not Vegetated",116
"Hawaiʻi","Kohala","Puʻukapu","Wet Forest",719
"Hawaiʻi","Kohala","Puʻukapu","Wet Grassland",186
"Hawaiʻi","Kohala","Puʻukapu","Wet Shrubland",333
"Hawaiʻi","Kohala","Puʻukapu","Wetland",2
"Hawaiʻi","Kohala","Puʻukawaiwai, Panoluʻukia","Agriculture",1
"Hawaiʻi","Kohala","Puʻukawaiwai, Panoluʻukia","Developed",55
"Hawaiʻi","Kohala","Puʻukawaiwai, Panoluʻukia","Dry Grassland",24
"Hawaiʻi","Kohala","Puʻukawaiwai, Panoluʻukia","Dry Shrubland",26
"Hawaiʻi","Kohala","Puʻukawaiwai, Panoluʻukia","Mesic Forest",4
"Hawaiʻi","Kohala","Puʻukawaiwai, Panoluʻukia","Mesic Grassland",1
"Hawaiʻi","Kohala","Puʻukawaiwai, Panoluʻukia","Not Vegetated",123
"Hawaiʻi","Kohala","Puʻukawaiwai, Panoluʻukia","Wet Forest",34
"Hawaiʻi","Kohala","Puʻukawaiwai, Panoluʻukia","Wet Grassland",4
"Hawaiʻi","Kohala","Puʻukawaiwai, Panoluʻukia","Wet Shrubland",7
"Hawaiʻi","Kohala","Puʻukole, Koea, Lapakahi","Developed",15
"Hawaiʻi","Kohala","Puʻukole, Koea, Lapakahi","Dry Forest",44
"Hawaiʻi","Kohala","Puʻukole, Koea, Lapakahi","Dry Grassland",18
"Hawaiʻi","Kohala","Puʻukole, Koea, Lapakahi","Dry Shrubland",5
"Hawaiʻi","Kohala","Puʻukole, Koea, Lapakahi","Mesic Forest",7
"Hawaiʻi","Kohala","Puʻukole, Koea, Lapakahi","Mesic Grassland",1
"Hawaiʻi","Kohala","Puʻukole, Koea, Lapakahi","Mesic Shrubland",3
"Hawaiʻi","Kohala","Puʻukole, Koea, Lapakahi","Not Vegetated",19
"Hawaiʻi","Kohala","Puʻuokumau","Agriculture",1
"Hawaiʻi","Kohala","Puʻuokumau","Developed",23
"Hawaiʻi","Kohala","Puʻuokumau","Mesic Forest",50
"Hawaiʻi","Kohala","Puʻuokumau","Mesic Grassland",10
"Hawaiʻi","Kohala","Puʻuokumau","Wetland",1
"Hawaiʻi","Kohala","Pāhoa","Agriculture",18
"Hawaiʻi","Kohala","Pāhoa","Developed",56
"Hawaiʻi","Kohala","Pāhoa","Dry Forest",4
"Hawaiʻi","Kohala","Pāhoa","Dry Grassland",10
"Hawaiʻi","Kohala","Pāhoa","Mesic Forest",23
"Hawaiʻi","Kohala","Pāhoa","Mesic Grassland",15
